TransactionID,PropertyID,CustomerID,AgentID,DateID,TransactionType,SalePrice,MonthlyRent,Commission,DaysOnMarket
T02100,P361,C0393,A046,20250907,Sale,12216785,,244335.7,77
T02101,P054,C0274,A003,20251006,Sale,29654676,,593093.52,8
T02102,P186,C0313,A003,20261218,Sale,25012821,,500256.42,102
T02103,P474,C0022,A016,20261108,Rent,,114009,27362.16,131
T02104,P343,C0007,A041,20251229,Rent,,78608,18865.92,51
T02105,P273,C0040,A004,20260923,Rent,,111394,26734.56,122
T02106,P410,C0017,A007,20250730,Sale,4686637,,93732.74,33
T02107,P101,C0011,A014,20250401,Rent,,125017,30004.08,43
T02108,P378,C0627,A042,20250222,Sale,18593944,,371878.88,135
T02109,P034,C0480,A035,20260424,Sale,16276864,,325537.28,131
T02110,P005,C0074,A031,20250506,Rent,,90052,21612.48,81
T02111,P415,C0116,A029,20260828,Rent,,133045,31930.8,108
T02112,P402,C0450,A009,20261016,Rent,,52049,12491.76,153
T02113,P280,C0538,A002,20260216,Sale,13166196,,263323.92,100
T02114,P181,C0374,A031,20260420,Sale,13786497,,275729.94,5
T02115,P230,C0843,A019,20260816,Sale,21347430,,426948.6,88
T02116,P012,C0728,A040,20261206,Sale,29506180,,590123.6,26
T02117,P471,C0126,A023,20251014,Sale,27854549,,557090.98,152
T02118,P220,C0379,A047,20250410,Rent,,50143,12034.32,34
T02119,P355,C0743,A011,20250621,Rent,,138553,33252.72,145
T02120,P019,C0982,A025,20260101,Sale,10173350,,203467,101
T02121,P098,C0040,A007,20250430,Rent,,45446,10907.04,10
T02122,P002,C0781,A016,20250916,Sale,29057393,,581147.86,48
T02123,P003,C0973,A043,20250523,Rent,,97446,23387.04,23
T02124,P405,C0788,A017,20260705,Rent,,111264,26703.36,153
T02125,P023,C0053,A032,20261018,Rent,,110727,26574.48,25
T02126,P123,C0727,A037,20260918,Rent,,24862,5966.88,30
T02127,P233,C0313,A022,20260201,Rent,,53970,12952.8,35
T02128,P154,C0453,A035,20261201,Rent,,115418,27700.32,18
T02129,P287,C0780,A010,20250310,Sale,9989758,,199795.16,15
T02130,P134,C0919,A016,20250117,Sale,25724359,,514487.18,159
T02131,P199,C0683,A045,20251110,Rent,,105065,25215.6,8
T02132,P421,C0330,A028,20251201,Sale,9733111,,194662.22,165
T02133,P499,C0039,A013,20260321,Sale,24577885,,491557.7,53
T02134,P056,C0848,A039,20250222,Sale,15947697,,318953.94,116
T02135,P482,C0936,A042,20250411,Sale,5043660,,100873.2,150
T02136,P007,C0951,A032,20251212,Sale,27345317,,546906.34,24
T02137,P450,C0177,A012,20260930,Rent,,19619,4708.56,150
T02138,P349,C0748,A025,20260312,Rent,,83634,20072.16,69
T02139,P444,C0566,A015,20260720,Rent,,111992,26878.08,133
T02140,P403,C0180,A034,20261228,Rent,,84187,20204.88,86
T02141,P078,C0812,A023,20260327,Rent,,90404,21696.96,82
T02142,P413,C0094,A040,20260722,Rent,,33136,7952.64,34
T02143,P016,C0818,A015,20251230,Sale,27837975,,556759.5,108
T02144,P374,C0801,A018,20251205,Rent,,44688,10725.12,11
T02145,P009,C0606,A013,20260213,Rent,,36776,8826.24,145
T02146,P201,C0461,A003,20250113,Rent,,45135,10832.4,137
T02147,P321,C0292,A042,20261020,Rent,,46220,11092.8,48
T02148,P213,C0945,A026,20250209,Rent,,133486,32036.64,35
T02149,P048,C0712,A005,20260525,Rent,,38285,9188.4,76
T02150,P151,C0036,A014,20251227,Sale,8453780,,169075.6,34
T02151,P273,C0874,A048,20250921,Rent,,84759,20342.16,67
T02152,P415,C0275,A030,20250119,Sale,21304521,,426090.42,48
T02153,P249,C0935,A024,20251012,Rent,,125490,30117.6,92
T02154,P016,C0455,A020,20250509,Sale,24959661,,499193.22,109
T02155,P280,C0100,A038,20250816,Sale,21457510,,429150.2,10
T02156,P351,C0289,A049,20250808,Sale,6355554,,127111.08,99
T02157,P085,C0520,A050,20250608,Rent,,32806,7873.44,76
T02158,P250,C0324,A014,20250928,Sale,21260732,,425214.64,151
T02159,P312,C0363,A020,20250924,Sale,11535103,,230702.06,113
T02160,P187,C0891,A026,20260809,Sale,15780513,,315610.26,31
T02161,P075,C0965,A010,20260712,Sale,8616064,,172321.28,21
T02162,P266,C0703,A025,20260712,Rent,,58156,13957.44,171
T02163,P458,C0873,A014,20261115,Sale,6465333,,129306.66,152
T02164,P172,C0142,A025,20250611,Sale,14577303,,291546.06,97
T02165,P264,C0251,A028,20260920,Rent,,80474,19313.76,30
T02166,P460,C0316,A009,20260413,Sale,5523119,,110462.38,121
T02167,P062,C0651,A008,20261126,Rent,,128757,30901.68,7
T02168,P073,C0432,A007,20260808,Rent,,88651,21276.24,39
T02169,P174,C0306,A016,20250701,Sale,12419558,,248391.16,82
T02170,P199,C0890,A038,20250225,Rent,,56502,13560.48,19
T02171,P498,C0219,A034,20251212,Sale,22240428,,444808.56,173
T02172,P059,C0644,A039,20260510,Rent,,92188,22125.12,167
T02173,P240,C0571,A044,20250102,Rent,,36761,8822.64,63
T02174,P195,C0578,A035,20260410,Rent,,124354,29844.96,28
T02175,P231,C0061,A019,20251029,Rent,,34557,8293.68,14
T02176,P201,C0811,A010,20250404,Rent,,60139,14433.36,106
T02177,P350,C0108,A028,20250329,Rent,,114296,27431.04,105
T02178,P240,C0160,A034,20250601,Rent,,35816,8595.84,77
T02179,P232,C0259,A024,20251020,Sale,21822822,,436456.44,171
T02180,P068,C0540,A004,20260330,Sale,20969297,,419385.94,39
T02181,P003,C0219,A050,20250711,Sale,11230321,,224606.42,102
T02182,P326,C0635,A008,20250720,Sale,7293829,,145876.58,54
T02183,P094,C0261,A007,20260822,Sale,29053379,,581067.58,25
T02184,P208,C0327,A050,20260306,Rent,,69434,16664.16,65
T02185,P454,C0355,A042,20250711,Rent,,111488,26757.12,43
T02186,P375,C0406,A035,20260622,Sale,23871862,,477437.24,122
T02187,P366,C0495,A037,20250622,Rent,,26310,6314.4,30
T02188,P277,C0960,A031,20260714,Rent,,40048,9611.52,100
T02189,P487,C0370,A048,20260603,Rent,,115782,27787.68,34
T02190,P036,C0096,A036,20250903,Sale,29371405,,587428.1,18
T02191,P414,C0997,A004,20260817,Rent,,141445,33946.8,143
T02192,P115,C0497,A011,20260406,Rent,,119326,28638.24,157
T02193,P168,C0893,A004,20250905,Rent,,145465,34911.6,46
T02194,P384,C0504,A043,20260209,Rent,,94250,22620,90
T02195,P250,C0347,A003,20261228,Rent,,46100,11064,86
T02196,P459,C0765,A025,20260320,Rent,,27033,6487.92,46
T02197,P299,C0069,A036,20250702,Rent,,83252,19980.48,55
T02198,P070,C0968,A026,20250530,Rent,,51252,12300.48,125
T02199,P312,C0357,A034,20260718,Sale,10898845,,217976.9,130
T02200,P250,C0023,A011,20251221,Sale,15641892,,312837.84,169
T02201,P038,C0765,A012,20250713,Sale,18870924,,377418.48,143
T02202,P428,C0481,A030,20261201,Sale,8835202,,176704.04,97
T02203,P064,C0157,A011,20250822,Sale,9118175,,182363.5,103
T02204,P113,C0189,A012,20250726,Sale,11100315,,222006.3,108
T02205,P440,C0363,A013,20260721,Rent,,82388,19773.12,158
T02206,P442,C0699,A029,20260421,Rent,,32746,7859.04,115
T02207,P370,C0368,A020,20250213,Rent,,20926,5022.24,61
T02208,P229,C0502,A016,20250211,Rent,,94927,22782.48,13
T02209,P383,C0714,A023,20250731,Sale,5519137,,110382.74,66
T02210,P301,C0917,A004,20261024,Rent,,50904,12216.96,44
T02211,P232,C0377,A032,20260920,Sale,16078269,,321565.38,160
T02212,P202,C0485,A033,20251112,Rent,,67399,16175.76,108
T02213,P282,C0865,A035,20250203,Rent,,147711,35450.64,6
T02214,P100,C0726,A015,20250111,Sale,28372167,,567443.34,85
T02215,P024,C0601,A014,20250731,Sale,5267145,,105342.9,34
T02216,P158,C0618,A002,20260225,Sale,15219494,,304389.88,137
T02217,P469,C0389,A013,20260111,Sale,15211973,,304239.46,168
T02218,P170,C0139,A009,20261108,Sale,22044898,,440897.96,116
T02219,P262,C0251,A011,20250915,Sale,20696272,,413925.44,82
T02220,P323,C0474,A002,20260102,Sale,8786123,,175722.46,84
T02221,P065,C0850,A028,20250719,Sale,28291318,,565826.36,124
T02222,P237,C0827,A003,20251019,Sale,13923080,,278461.6,9
T02223,P336,C0679,A002,20260829,Sale,18920658,,378413.16,168
T02224,P165,C0881,A004,20250522,Sale,11945259,,238905.18,141
T02225,P406,C0582,A048,20251215,Rent,,129582,31099.68,33
T02226,P296,C0507,A028,20261028,Rent,,101411,24338.64,145
T02227,P319,C0543,A007,20260802,Sale,10557641,,211152.82,126
T02228,P011,C0707,A028,20250515,Sale,18624252,,372485.04,95
T02229,P154,C0813,A024,20260502,Rent,,61396,14735.04,155
T02230,P007,C0279,A004,20251123,Sale,18550916,,371018.32,47
T02231,P250,C0992,A014,20250512,Rent,,73921,17741.04,74
T02232,P049,C0134,A034,20260114,Rent,,30792,7390.08,36
T02233,P207,C0097,A036,20250425,Sale,28414701,,568294.02,73
T02234,P110,C0689,A043,20250414,Rent,,134434,32264.16,30
T02235,P368,C0871,A025,20250224,Sale,22579334,,451586.68,107
T02236,P372,C0883,A025,20250125,Rent,,43317,10396.08,87
T02237,P382,C0730,A023,20260706,Rent,,29397,7055.28,85
T02238,P282,C0319,A032,20250517,Sale,12955944,,259118.88,128
T02239,P110,C0178,A041,20260719,Sale,16322125,,326442.5,52
T02240,P381,C0572,A026,20250630,Rent,,133816,32115.84,24
T02241,P234,C0924,A039,20260109,Rent,,135213,32451.12,12
T02242,P040,C0127,A013,20250202,Sale,20426103,,408522.06,9
T02243,P168,C0107,A022,20260906,Rent,,51578,12378.72,29
T02244,P468,C1000,A002,20260722,Rent,,23422,5621.28,99
T02245,P263,C0760,A020,20250924,Sale,8951735,,179034.7,150
T02246,P109,C0163,A021,20260525,Rent,,97418,23380.32,34
T02247,P205,C0166,A032,20260720,Sale,13885378,,277707.56,62
T02248,P310,C0973,A033,20260224,Rent,,67561,16214.64,52
T02249,P461,C0016,A013,20260529,Sale,28299875,,565997.5,14
T02250,P399,C0255,A013,20260101,Rent,,140709,33770.16,19
T02251,P094,C0758,A019,20250701,Sale,21415110,,428302.2,89
T02252,P434,C0831,A043,20251230,Rent,,125815,30195.6,141
T02253,P480,C0350,A030,20250721,Rent,,144478,34674.72,81
T02254,P213,C0197,A001,20260825,Sale,19147564,,382951.28,149
T02255,P017,C0422,A002,20250718,Rent,,107170,25720.8,11
T02256,P193,C0067,A016,20251210,Rent,,147479,35394.96,108
T02257,P025,C0107,A004,20260828,Sale,26669843,,533396.86,49
T02258,P150,C0436,A005,20250530,Sale,23577950,,471559,22
T02259,P120,C0316,A001,20260517,Rent,,128251,30780.24,95
T02260,P090,C0807,A009,20260309,Sale,20088989,,401779.78,119
T02261,P482,C0465,A009,20261219,Sale,13799290,,275985.8,136
T02262,P467,C0866,A033,20251011,Sale,29352780,,587055.6,7
T02263,P469,C0985,A041,20261020,Rent,,44443,10666.32,116
T02264,P073,C0474,A021,20260523,Rent,,125649,30155.76,70
T02265,P176,C0777,A031,20260331,Rent,,145220,34852.8,120
T02266,P358,C0847,A038,20251106,Sale,5990496,,119809.92,140
T02267,P127,C0574,A035,20250812,Sale,29594591,,591891.82,106
T02268,P207,C0751,A011,20260715,Rent,,147981,35515.44,81
T02269,P213,C0989,A045,20250120,Sale,7220645,,144412.9,93
T02270,P242,C0926,A014,20250425,Rent,,33919,8140.56,57
T02271,P355,C0412,A014,20251005,Rent,,123480,29635.2,122
T02272,P224,C0994,A030,20250601,Sale,24777459,,495549.18,34
T02273,P169,C0529,A035,20251203,Sale,15902320,,318046.4,159
T02274,P270,C0761,A025,20260428,Rent,,83656,20077.44,73
T02275,P276,C0807,A014,20250811,Rent,,74043,17770.32,174
T02276,P288,C0206,A025,20250620,Sale,25495587,,509911.74,53
T02277,P447,C0658,A022,20250102,Rent,,55258,13261.92,165
T02278,P083,C0639,A015,20250210,Rent,,62866,15087.84,147
T02279,P153,C0986,A018,20250725,Sale,28152313,,563046.26,49
T02280,P049,C0826,A002,20250304,Sale,25329815,,506596.3,153
T02281,P423,C0257,A020,20250318,Rent,,78401,18816.24,164
T02282,P129,C0033,A001,20250201,Rent,,126045,30250.8,143
T02283,P083,C0197,A025,20250123,Rent,,47067,11296.08,120
T02284,P101,C0568,A031,20261023,Rent,,46508,11161.92,44
T02285,P154,C0562,A003,20260221,Rent,,149866,35967.84,74
T02286,P278,C0898,A008,20260329,Rent,,35629,8550.96,50
T02287,P457,C0551,A014,20260617,Sale,14154711,,283094.22,23
T02288,P203,C0131,A025,20261010,Rent,,25847,6203.28,64
T02289,P243,C0385,A039,20260614,Rent,,64398,15455.52,116
T02290,P199,C0449,A006,20260325,Rent,,139728,33534.72,79
T02291,P313,C0816,A008,20250822,Rent,,99212,23810.88,56
T02292,P430,C0606,A041,20251222,Sale,11893337,,237866.74,77
T02293,P423,C0612,A004,20260610,Sale,5046813,,100936.26,88
T02294,P061,C0264,A019,20260228,Sale,26527720,,530554.4,44
T02295,P260,C0353,A014,20250604,Sale,8421413,,168428.26,69
T02296,P083,C0647,A049,20261010,Sale,17798914,,355978.28,80
T02297,P343,C0234,A001,20261228,Sale,11158012,,223160.24,132
T02298,P098,C0220,A041,20250212,Sale,12541855,,250837.1,99
T02299,P496,C0635,A027,20250118,Rent,,25982,6235.68,53
T02300,P452,C0103,A008,20250814,Sale,21093971,,421879.42,59
T02301,P160,C0319,A044,20260501,Sale,19462487,,389249.74,17
T02302,P379,C0841,A007,20250815,Rent,,129663,31119.12,89
T02303,P226,C0829,A050,20260113,Rent,,99502,23880.48,134
T02304,P127,C0462,A041,20250104,Sale,7191095,,143821.9,46
T02305,P401,C0217,A016,20260925,Sale,13250660,,265013.2,31
T02306,P140,C0024,A023,20250825,Sale,7531072,,150621.44,114
T02307,P013,C0509,A037,20261011,Rent,,98561,23654.64,134
T02308,P367,C0181,A049,20250706,Rent,,137474,32993.76,123
T02309,P488,C0529,A025,20260830,Rent,,19504,4680.96,153
T02310,P489,C0451,A048,20260827,Sale,27420925,,548418.5,89
T02311,P190,C0514,A030,20250311,Sale,29757775,,595155.5,32
T02312,P200,C0111,A021,20250831,Rent,,141860,34046.4,40
T02313,P110,C0164,A026,20261125,Sale,24220385,,484407.7,126
T02314,P059,C0786,A030,20260401,Sale,10662274,,213245.48,180
T02315,P333,C0935,A017,20260821,Rent,,82057,19693.68,110
T02316,P398,C0354,A038,20250825,Sale,13762064,,275241.28,123
T02317,P324,C0244,A026,20260427,Sale,9399576,,187991.52,35
T02318,P196,C0907,A044,20251102,Rent,,32660,7838.4,13
T02319,P410,C0227,A020,20251217,Rent,,104477,25074.48,53
T02320,P420,C0847,A039,20260329,Rent,,105501,25320.24,6
T02321,P188,C0978,A042,20261016,Rent,,58171,13961.04,66
T02322,P001,C0104,A042,20250918,Sale,20662321,,413246.42,29
T02323,P133,C0299,A047,20250609,Sale,15311454,,306229.08,15
T02324,P020,C0769,A010,20260610,Rent,,33558,8053.92,71
T02325,P397,C0820,A025,20250121,Sale,12480984,,249619.68,74
T02326,P167,C0745,A034,20250708,Rent,,99741,23937.84,175
T02327,P496,C0172,A036,20251014,Sale,19043818,,380876.36,124
T02328,P326,C0366,A043,20260721,Rent,,26255,6301.2,129
T02329,P391,C0878,A018,20251030,Rent,,142219,34132.56,83
T02330,P373,C0040,A047,20261229,Rent,,124569,29896.56,97
T02331,P129,C0392,A018,20251226,Sale,16920569,,338411.38,86
T02332,P363,C0901,A044,20250109,Sale,29952435,,599048.7,177
T02333,P366,C0241,A025,20260503,Rent,,93468,22432.32,102
T02334,P380,C0023,A005,20260319,Sale,27466200,,549324,58
T02335,P096,C0595,A013,20261023,Sale,13211422,,264228.44,83
T02336,P417,C0773,A020,20260826,Rent,,107122,25709.28,160
T02337,P305,C0040,A050,20250205,Sale,26114050,,522281,104
T02338,P275,C0118,A009,20260128,Sale,9995754,,199915.08,31
T02339,P029,C0745,A012,20251209,Sale,25713559,,514271.18,74
T02340,P073,C0569,A049,20261218,Rent,,73325,17598,46
T02341,P021,C0464,A016,20261220,Sale,26447374,,528947.48,128
T02342,P275,C0838,A039,20260913,Rent,,138515,33243.6,11
T02343,P052,C0219,A013,20261223,Sale,20167154,,403343.08,28
T02344,P147,C0095,A040,20261202,Rent,,32105,7705.2,146
T02345,P102,C0105,A043,20260418,Rent,,133720,32092.8,35
T02346,P113,C0158,A044,20261106,Rent,,44966,10791.84,90
T02347,P417,C0845,A048,20251223,Rent,,22735,5456.4,100
T02348,P204,C0065,A014,20261210,Rent,,121729,29214.96,49
T02349,P428,C0239,A016,20250427,Rent,,19165,4599.6,160
T02350,P005,C0974,A033,20260129,Sale,23114057,,462281.14,102
T02351,P007,C0616,A007,20260312,Sale,19264782,,385295.64,69
T02352,P159,C0043,A029,20260226,Rent,,124484,29876.16,163
T02353,P126,C0160,A013,20260221,Sale,8356484,,167129.68,109
T02354,P247,C0884,A007,20251208,Rent,,120829,28998.96,24
T02355,P298,C0780,A025,20260224,Rent,,120281,28867.44,129
T02356,P281,C0307,A001,20251030,Sale,12971591,,259431.82,74
T02357,P480,C0073,A033,20260330,Sale,14032147,,280642.94,143
T02358,P414,C0277,A034,20251111,Sale,19299910,,385998.2,105
T02359,P284,C0117,A006,20261106,Rent,,58976,14154.24,145
T02360,P454,C0959,A037,20261231,Sale,10516674,,210333.48,39
T02361,P384,C0763,A008,20250629,Rent,,132552,31812.48,128
T02362,P021,C0296,A044,20261210,Sale,11421095,,228421.9,121
T02363,P138,C0171,A042,20260411,Rent,,58514,14043.36,98
T02364,P076,C0348,A050,20250327,Rent,,81229,19494.96,178
T02365,P487,C0272,A004,20260422,Rent,,79511,19082.64,51
T02366,P494,C0119,A041,20260206,Rent,,120316,28875.84,95
T02367,P029,C0586,A002,20251022,Rent,,42460,10190.4,134
T02368,P209,C0327,A029,20260219,Sale,21379552,,427591.04,143
T02369,P012,C0086,A039,20250721,Sale,12911602,,258232.04,46
T02370,P470,C0613,A005,20260206,Sale,21676303,,433526.06,178
T02371,P116,C0791,A028,20250928,Sale,28459186,,569183.72,162
T02372,P295,C0809,A048,20260809,Sale,13169154,,263383.08,66
T02373,P269,C0081,A008,20251127,Sale,9231969,,184639.38,45
T02374,P365,C0372,A007,20250116,Sale,27714083,,554281.66,24
T02375,P175,C0392,A022,20250813,Rent,,67330,16159.2,138
T02376,P283,C0443,A010,20251209,Sale,24558533,,491170.66,54
T02377,P015,C0485,A026,20250128,Sale,6894659,,137893.18,86
T02378,P222,C0844,A028,20261202,Sale,28163704,,563274.08,36
T02379,P298,C0373,A005,20250519,Rent,,105964,25431.36,48
T02380,P438,C0439,A044,20250112,Sale,6539446,,130788.92,146
T02381,P180,C0903,A001,20250715,Sale,21481014,,429620.28,27
T02382,P460,C0234,A047,20250524,Sale,8490512,,169810.24,136
T02383,P372,C0646,A025,20251208,Rent,,103816,24915.84,150
T02384,P182,C0759,A027,20260917,Rent,,45697,10967.28,98
T02385,P039,C0394,A032,20260831,Sale,27778703,,555574.06,64
T02386,P457,C0800,A021,20260427,Sale,12391995,,247839.9,41
T02387,P402,C0946,A033,20260621,Rent,,137414,32979.36,17
T02388,P046,C0670,A033,20251209,Rent,,70225,16854,17
T02389,P409,C0110,A002,20260819,Rent,,62030,14887.2,113
T02390,P142,C0146,A021,20250813,Rent,,81514,19563.36,34
T02391,P005,C0035,A020,20250128,Rent,,51262,12302.88,176
T02392,P453,C0288,A035,20250319,Sale,11887248,,237744.96,161
T02393,P421,C0640,A021,20250707,Rent,,53981,12955.44,36
T02394,P197,C0618,A015,20260308,Sale,9607863,,192157.26,72
T02395,P059,C0733,A047,20250626,Rent,,45325,10878,125
T02396,P266,C0846,A037,20250702,Rent,,80541,19329.84,150
T02397,P201,C0989,A013,20261111,Sale,7264542,,145290.84,107
T02398,P178,C0506,A046,20260506,Sale,12799827,,255996.54,134
T02399,P076,C0333,A034,20250117,Sale,22809658,,456193.16,141
T02400,P338,C0202,A049,20260121,Rent,,78580,18859.2,30
T02401,P021,C0208,A047,20250514,Rent,,84925,20382,36
T02402,P298,C0578,A046,20250327,Sale,10357057,,207141.14,159
T02403,P246,C0947,A002,20261005,Rent,,103503,24840.72,165
T02404,P448,C0232,A032,20260606,Rent,,116762,28022.88,175
T02405,P290,C0902,A008,20250109,Sale,5816140,,116322.8,7
T02406,P324,C0351,A018,20250522,Sale,5951092,,119021.84,175
T02407,P052,C0333,A040,20251012,Rent,,47101,11304.24,154
T02408,P377,C0174,A035,20250604,Rent,,47605,11425.2,99
T02409,P470,C0833,A004,20260531,Sale,8997973,,179959.46,81
T02410,P222,C0514,A030,20250403,Rent,,86908,20857.92,61
T02411,P337,C0713,A021,20250827,Sale,22593594,,451871.88,41
T02412,P069,C0475,A050,20260423,Sale,23627868,,472557.36,125
T02413,P200,C0399,A014,20250413,Sale,13570944,,271418.88,55
T02414,P050,C0223,A045,20260512,Rent,,144273,34625.52,163
T02415,P352,C0669,A013,20250910,Sale,19511312,,390226.24,8
T02416,P396,C0530,A035,20260530,Sale,22391095,,447821.9,97
T02417,P444,C0868,A028,20250130,Sale,18241261,,364825.22,10
T02418,P476,C0473,A007,20260914,Sale,25262480,,505249.6,132
T02419,P235,C0863,A002,20260205,Rent,,28135,6752.4,139
T02420,P005,C0035,A021,20260421,Rent,,23085,5540.4,42
T02421,P490,C0127,A050,20260615,Sale,22710706,,454214.12,64
T02422,P095,C0109,A018,20250626,Rent,,62229,14934.96,170
T02423,P139,C0945,A021,20260211,Sale,9883743,,197674.86,176
T02424,P379,C0857,A017,20250905,Rent,,48697,11687.28,86
T02425,P143,C0856,A013,20250413,Sale,28122940,,562458.8,93
T02426,P389,C0055,A036,20250601,Sale,17075697,,341513.94,100
T02427,P473,C0155,A039,20260506,Rent,,88567,21256.08,178
T02428,P415,C0618,A017,20260911,Sale,13626303,,272526.06,78
T02429,P330,C0846,A019,20260311,Rent,,57235,13736.4,152
T02430,P257,C0942,A010,20250904,Rent,,42035,10088.4,12
T02431,P161,C0458,A048,20260326,Rent,,43058,10333.92,116
T02432,P074,C0692,A047,20250312,Sale,28945291,,578905.82,172
T02433,P355,C0922,A027,20260509,Rent,,59510,14282.4,129
T02434,P089,C0940,A038,20261120,Rent,,59039,14169.36,46
T02435,P252,C0945,A015,20250828,Sale,28328918,,566578.36,160
T02436,P348,C0391,A026,20251115,Rent,,106389,25533.36,56
T02437,P047,C0768,A038,20250724,Sale,11060830,,221216.6,6
T02438,P122,C0095,A001,20260607,Rent,,126242,30298.08,93
T02439,P353,C0341,A030,20260619,Sale,24939347,,498786.94,138
T02440,P055,C0979,A045,20250225,Rent,,42351,10164.24,14
T02441,P462,C0268,A027,20250410,Rent,,133802,32112.48,86
T02442,P032,C0074,A003,20251013,Rent,,141965,34071.6,179
T02443,P400,C0180,A035,20260528,Sale,14904994,,298099.88,144
T02444,P392,C0142,A031,20250327,Rent,,74248,17819.52,95
T02445,P480,C0503,A029,20261027,Sale,18666516,,373330.32,81
T02446,P461,C0763,A040,20260131,Sale,16413600,,328272,76
T02447,P132,C0933,A018,20251210,Rent,,136445,32746.8,147
T02448,P122,C0802,A010,20251228,Rent,,74308,17833.92,96
T02449,P475,C0253,A041,20250802,Sale,6122266,,122445.32,17
T02450,P498,C0111,A021,20250903,Sale,7990914,,159818.28,177
T02451,P057,C0922,A049,20260218,Sale,11931840,,238636.8,20
T02452,P051,C0630,A026,20261009,Sale,19604958,,392099.16,167
T02453,P363,C0219,A047,20260630,Rent,,61954,14868.96,158
T02454,P423,C0991,A003,20261201,Sale,9028858,,180577.16,54
T02455,P180,C0402,A010,20251114,Sale,25902225,,518044.5,160
T02456,P310,C0303,A008,20260226,Sale,28653242,,573064.84,75
T02457,P140,C0546,A048,20260518,Rent,,81956,19669.44,127
T02458,P207,C0753,A001,20260709,Sale,19789146,,395782.92,14
T02459,P436,C0672,A029,20250808,Sale,14550420,,291008.4,174
T02460,P107,C0715,A022,20261201,Sale,6196140,,123922.8,136
T02461,P107,C0316,A016,20250919,Sale,26814997,,536299.94,16
T02462,P392,C0063,A009,20250906,Rent,,115878,27810.72,95
T02463,P099,C0634,A002,20250107,Sale,13289041,,265780.82,133
T02464,P176,C0518,A014,20250423,Rent,,104137,24992.88,64
T02465,P284,C0894,A003,20261218,Rent,,115280,27667.2,87
T02466,P427,C0195,A022,20250317,Rent,,73000,17520,75
T02467,P439,C0977,A029,20250316,Sale,13263709,,265274.18,179
T02468,P245,C0364,A019,20250318,Rent,,38176,9162.24,75
T02469,P459,C0216,A037,20260711,Sale,21514715,,430294.3,5
T02470,P368,C0143,A036,20250722,Rent,,112610,27026.4,168
T02471,P062,C0258,A050,20260306,Rent,,132469,31792.56,68
T02472,P335,C0965,A005,20250604,Sale,5721117,,114422.34,135
T02473,P192,C0454,A021,20251110,Rent,,20231,4855.44,47
T02474,P153,C0244,A044,20260207,Rent,,138186,33164.64,144
T02475,P441,C0978,A024,20251003,Rent,,119035,28568.4,92
T02476,P473,C0797,A033,20261004,Sale,7738055,,154761.1,134
T02477,P329,C0373,A024,20250413,Rent,,37746,9059.04,42
T02478,P475,C0753,A010,20260901,Sale,24153146,,483062.92,24
T02479,P079,C0658,A041,20250325,Sale,28763832,,575276.64,61
T02480,P398,C0805,A006,20260326,Sale,29132421,,582648.42,115
T02481,P365,C0990,A040,20250709,Sale,24050509,,481010.18,79
T02482,P447,C0914,A008,20260907,Sale,6101154,,122023.08,18
T02483,P043,C0400,A018,20261119,Rent,,72901,17496.24,107
T02484,P436,C0688,A030,20250601,Sale,14648086,,292961.72,105
T02485,P029,C0433,A019,20250107,Rent,,30430,7303.2,40
T02486,P050,C0566,A014,20250705,Sale,9963172,,199263.44,67
T02487,P279,C0534,A023,20260703,Rent,,22509,5402.16,130
T02488,P053,C0233,A043,20261214,Sale,18328592,,366571.84,96
T02489,P289,C0748,A020,20250710,Rent,,53672,12881.28,63
T02490,P198,C0717,A022,20250507,Rent,,132257,31741.68,56
T02491,P319,C0863,A008,20260905,Sale,9314743,,186294.86,85
T02492,P233,C0948,A010,20250513,Sale,6941812,,138836.24,101
T02493,P120,C0799,A033,20250321,Sale,22020550,,440411,50
T02494,P470,C0405,A016,20250803,Rent,,57299,13751.76,73
T02495,P009,C0803,A049,20260128,Sale,14969459,,299389.18,57
T02496,P376,C0441,A037,20260820,Sale,18297278,,365945.56,132
T02497,P213,C0898,A047,20250424,Rent,,34417,8260.08,77
T02498,P080,C0131,A029,20260820,Sale,25021484,,500429.68,92
T02499,P143,C0201,A038,20250403,Rent,,129593,31102.32,98
T02500,P411,C0881,A033,20250309,Sale,15269861,,305397.22,83
T02501,P370,C0279,A019,20250517,Sale,25654643,,513092.86,5
T02502,P127,C0931,A049,20260520,Sale,21802387,,436047.74,149
T02503,P281,C0266,A033,20260818,Rent,,100910,24218.4,110
T02504,P295,C0478,A047,20260909,Sale,24816086,,496321.72,8
T02505,P195,C0727,A019,20260606,Rent,,34862,8366.88,105
T02506,P073,C0282,A046,20250414,Sale,27457990,,549159.8,36
T02507,P304,C0884,A018,20250713,Rent,,97387,23372.88,124
T02508,P139,C0344,A016,20261019,Rent,,147894,35494.56,111
T02509,P323,C0933,A018,20250214,Sale,22465209,,449304.18,52
T02510,P092,C0477,A046,20250925,Sale,11361649,,227232.98,19
T02511,P180,C0941,A020,20250224,Sale,24318190,,486363.8,132
T02512,P136,C0698,A011,20260616,Rent,,101782,24427.68,126
T02513,P131,C0135,A049,20261217,Rent,,32570,7816.8,156
T02514,P184,C0987,A009,20250613,Rent,,32157,7717.68,139
T02515,P015,C0278,A030,20250216,Sale,6392053,,127841.06,96
